MD,TVDSS,GR,NPHI,RHOZ,DT,VCL,PHIE,Deltaic_Facies
3283.95,3173.705,122.7217,0.2469,2.6414,84.5032,0.8976,0.0002,5
3284.1,3173.8404,128.0579,0.2362,2.6308,84.5944,0.886,0.002,5
3284.25,3173.9758,130.6079,0.2242,2.612,84.5465,0.8279,0.0076,5
3284.4,3174.1112,129.401,0.2163,2.607,84.413,0.7961,0.0109,5
3284.55,3174.2466,124.2302,0.2194,2.6186,84.1184,0.813,0.0074,5
3284.7,3174.382,125.7578,0.2311,2.6206,83.8851,0.857,0.004,5
3284.85,3174.5175,124.2908,0.2495,2.6223,84.1778,0.9118,0.0011,5
3285,3174.6529,125.3826,0.246,2.6091,84.5155,0.8913,0.0016,5
3285.15,3174.7883,121.4207,0.2484,2.6034,84.5777,0.8865,0.0018,5
3285.3,3174.9237,119.5601,0.2415,2.5996,84.5964,0.8629,0.0032,5
3285.45,3175.0591,123.0203,0.2458,2.6029,84.4388,0.8817,0.0021,5
3285.6,3175.1945,118.03,0.236,2.6062,84.4885,0.8518,0.0042,5
3285.75,3175.3299,118.5692,0.2328,2.6057,84.5169,0.8314,0.0064,5
3285.9,3175.4654,114.2037,0.2311,2.5992,84.7038,0.8138,0.0093,5
3286.05,3175.6008,115.4788,0.2407,2.5991,85.0617,0.8285,0.0069,5
3286.2,3175.7362,118.3012,0.2422,2.6056,84.8199,0.8625,0.0033,5
3286.35,3175.8716,114.3954,0.232,2.6151,83.7528,0.8163,0.0089,5
3286.5,3176.007,116.5184,0.2284,2.619,81.1165,0.8373,0.0058,5
3286.65,3176.1424,110.1395,0.2182,2.6126,79.905,0.7641,0.0167,5
3286.8,3176.2779,114.3648,0.2147,2.6041,79.3265,0.7671,0.0172,5
3286.95,3176.4133,113.2203,0.2132,2.6049,79.493,0.7728,0.0149,5
3287.1,3176.5487,116.1961,0.221,2.6095,80.7794,0.8133,0.0092,5
3287.25,3176.6841,116.56,0.2347,2.617,81.1468,0.8399,0.0055,5
3287.4,3176.8195,117.22,0.2316,2.6179,81.3753,0.8498,0.0043,5
3287.55,3176.9549,117.269,0.2335,2.6212,81.7025,0.8492,0.0034,5
3287.7,3177.0904,116.6501,0.2216,2.6287,80.8813,0.8251,0.0007,5
3287.85,3177.2258,110.1166,0.1983,2.6324,77.5834,0.7225,0.0032,5
3288,3177.3612,102.6683,0.1576,2.6502,72.3777,0.6326,0.0157,5
3288.15,3177.4966,93.8163,0.1336,2.6552,68.8836,0.5467,0.0177,5
3288.3,3177.632,88.8884,0.1336,2.6699,68.9237,0.5004,0.0265,5
3288.45,3177.7674,86.7692,0.1579,2.6629,70.9413,0.4958,0.0457,5
3288.6,3177.9028,91.5104,0.1783,2.6517,73.877,0.5433,0.0526,5
3288.75,3178.0383,95.1464,0.187,2.6321,75.531,0.5944,0.0524,5
3288.9,3178.1737,102.6326,0.1867,2.6179,75.5914,0.6534,0.0468,5
3289.05,3178.3091,105.5247,0.1786,2.614,75.3609,0.653,0.0439,5
3289.2,3178.4445,107.6874,0.1717,2.6158,75.0548,0.6269,0.0434,5
3289.35,3178.5799,105.3101,0.1639,2.6134,74.9647,0.6038,0.0425,5
3289.5,3178.7153,99.7016,0.1599,2.6151,74.7068,0.5933,0.04,5
3289.65,3178.8508,96.5974,0.1593,2.6195,74.3582,0.5859,0.0366,5
3289.8,3178.9862,96.2205,0.1633,2.634,74.3725,0.579,0.0336,5
3289.95,3179.1216,95.2145,0.1621,2.6501,74.592,0.5769,0.0318,5
3290.1,3179.257,96.1353,0.163,2.6528,75.1333,0.5732,0.0337,5
3290.25,3179.3924,94.2395,0.1636,2.6459,75.4601,0.5825,0.0386,5
3290.4,3179.5278,99.2432,0.1697,2.6321,75.1261,0.6291,0.0431,5
3290.55,3179.6633,106.1043,0.1789,2.6182,75.0184,0.6533,0.049,5
3290.7,3179.7987,108.8554,0.1833,2.6057,74.9595,0.641,0.0565,5
3290.85,3179.9341,105.6221,0.1889,2.5911,74.963,0.627,0.0611,5
3291,3180.0695,101.3941,0.1871,2.5841,75.5825,0.6071,0.0609,5
3291.15,3180.2049,102.7642,0.1767,2.5848,76.1556,0.5871,0.0588,5
3291.3,3180.3403,104.9676,0.1708,2.5876,76.7584,0.5941,0.0572,5
3291.45,3180.4758,105.3998,0.1761,2.5908,77.3848,0.6434,0.0502,5
3291.6,3180.6112,106.5169,0.1907,2.593,77.7715,0.7021,0.0362,5
3291.75,3180.7466,110.3691,0.2002,2.605,78.3148,0.728,0.0277,5
3291.9,3180.882,112.5105,0.1944,2.624,78.6685,0.7281,0.0277,5
3292.05,3181.0174,114.2346,0.1844,2.6361,78.8317,0.724,0.0293,5
3292.2,3181.1528,112.7221,0.1875,2.6342,78.8321,0.7285,0.0276,5
3292.35,3181.2882,114.1756,0.2032,2.6175,79.0528,0.7507,0.0205,5
3292.5,3181.4237,112.8799,0.2226,2.6128,79.2054,0.7739,0.0138,5
3292.65,3181.5591,114.8721,0.2267,2.6281,79.6605,0.7811,0.0122,5
3292.8,3181.6945,114.7775,0.2263,2.6555,79.9865,0.8014,0.0085,5
3292.95,3181.8299,117.6539,0.2183,2.6611,80.008,0.8147,0.0062,5
3293.1,3181.9653,118.7069,0.212,2.6479,79.5523,0.8104,0.007,5
3293.25,3182.1007,118.97,0.2125,2.6307,79.4599,0.7841,0.0116,5
3293.4,3182.2362,113.8582,0.2172,2.6336,79.0754,0.7575,0.018,5
3293.55,3182.3716,110.0556,0.2244,2.6492,78.9676,0.7349,0.0252,5
3293.7,3182.507,110.6243,0.222,2.6559,79.1218,0.735,0.0265,5
3293.85,3182.6424,117.2512,0.2168,2.6491,79.1861,0.7891,0.0117,5
3294,3182.7778,119.1037,0.2063,2.6315,79.1184,0.7929,0.0111,5
3294.15,3182.9132,116.7368,0.1889,2.6178,78.7348,0.7217,0.0306,5
3294.3,3183.0487,113.2001,0.1761,2.62,78.6497,0.6737,0.0391,5
3294.45,3183.1841,109.505,0.1673,2.6254,78.5045,0.6474,0.0372,5
3294.6,3183.3195,109.5,0.1656,2.6277,78.3587,0.6364,0.0363,5
3294.75,3183.4549,103.0872,0.1838,2.627,78.4579,0.6541,0.0397,5
3294.9,3183.5903,103.8795,0.189,2.6307,78.3875,0.6638,0.0388,5
3295.05,3183.7257,105.7952,0.1982,2.647,78.5793,0.6836,0.0387,5
3295.2,3183.8612,111.736,0.1888,2.6604,78.5731,0.7449,0.0214,5
3295.35,3183.9966,114.8914,0.1935,2.6649,78.9764,0.78,0.0121,5
3295.5,3184.132,118.8061,0.2018,2.6502,79.3937,0.8162,0.0061,5
3295.65,3184.2674,120.76,0.2048,2.639,79.4196,0.8072,0.0072,5
3295.8,3184.4028,121.4903,0.2069,2.6333,79.4839,0.8053,0.0076,5
3295.95,3184.5382,114.5933,0.1913,2.6334,79.2957,0.7502,0.0199,5
3296.1,3184.6736,113.3107,0.1866,2.6374,78.8385,0.7374,0.0241,5
3296.25,3184.8091,115.6714,0.1859,2.634,78.4365,0.7308,0.0266,5
3296.4,3184.9445,115.444,0.1909,2.6341,77.8612,0.7484,0.0205,5
3296.55,3185.0799,115.0287,0.1959,2.6316,77.2407,0.7599,0.0171,5
3296.7,3185.2153,110.6967,0.189,2.6332,77.6286,0.7362,0.0247,5
3296.85,3185.3507,111.595,0.2044,2.6428,77.5774,0.7492,0.0203,5
3297,3185.4861,113.6837,0.2014,2.6403,78.046,0.7658,0.0155,5
3297.15,3185.6216,113.8484,0.196,2.6305,78.36,0.734,0.0235,5
3297.3,3185.757,115.3287,0.1767,2.6152,77.7692,0.6391,0.0443,5
3297.45,3185.8924,109.748,0.1696,2.5976,78.2514,0.5924,0.0546,5
3297.6,3186.0278,108.8556,0.1767,2.5883,78.5865,0.6164,0.0563,5
3297.75,3186.1632,106.6233,0.1931,2.5945,79.0894,0.6703,0.0497,5
3297.9,3186.2986,104.9732,0.199,2.6095,79.5396,0.6779,0.0482,5
3298.05,3186.4341,105.63,0.2038,2.6217,80.6468,0.6847,0.0474,5
3298.2,3186.5695,106.2135,0.201,2.6201,81.4034,0.7032,0.0402,5
3298.35,3186.7049,110.8995,0.2106,2.6136,81.8041,0.7511,0.0216,5
3298.5,3186.8403,114.899,0.2216,2.6109,82.1519,0.7891,0.0107,5
3298.65,3186.9757,117.2974,0.241,2.6101,82.5208,0.8047,0.0077,5
3298.8,3187.1111,116.7017,0.2487,2.6073,82.4783,0.7953,0.0093,5
3298.95,3187.2466,115.1911,0.2393,2.5981,81.5803,0.7557,0.0229,5
3299.1,3187.382,113.0863,0.2094,2.5876,80.5473,0.6685,0.0487,5
3299.25,3187.5174,111.2473,0.1777,2.5883,78.9395,0.591,0.0545,5
3299.4,3187.6528,109.2555,0.1591,2.6006,77.5457,0.5828,0.0459,5
3299.55,3187.7882,107.8345,0.162,2.6179,77.0217,0.6295,0.0406,5
3299.7,3187.9236,106.4877,0.1745,2.6219,76.9804,0.6627,0.0439,5
3299.85,3188.059,106.0811,0.1841,2.609,77.2788,0.6493,0.0522,5
3300,3188.1945,105.8346,0.1821,2.5923,77.5792,0.6166,0.0574,5
3300.15,3188.3299,108.5737,0.1768,2.5887,77.5511,0.611,0.0565,5
3300.3,3188.4651,109.6442,0.1781,2.5949,77.4244,0.6505,0.0475,5
3300.45,3188.597,109.6786,0.1907,2.6015,77.7645,0.6995,0.0361,5
3300.6,3188.7289,109.8499,0.2103,2.6087,78.8481,0.7435,0.0258,5
3300.75,3188.8608,113.1518,0.2226,2.6181,80.2569,0.8015,0.0123,5
3300.9,3188.9927,119.9868,0.2249,2.6293,81.3311,0.8505,0.0032,5
3301.05,3189.1246,123.9634,0.2241,2.636,81.6977,0.8631,0.0023,5
3301.2,3189.2565,124.6741,0.2272,2.6375,81.6681,0.8412,0.0043,5
3301.35,3189.3884,119.0262,0.231,2.6372,81.5021,0.8039,0.0084,5
3301.5,3189.5203,115.6743,0.2296,2.6326,81.0588,0.7748,0.0137,5
3301.65,3189.6523,113.4595,0.2264,2.6233,80.7034,0.7648,0.0163,5
3301.8,3189.7842,113.4303,0.2214,2.6146,80.4206,0.7713,0.0149,5
3301.95,3189.9161,114.9857,0.2149,2.608,80.3641,0.762,0.017,5
3302.1,3190.048,113.6186,0.2079,2.6118,80.5619,0.7631,0.0162,5
3302.25,3190.1799,118.1959,0.2058,2.6171,80.7042,0.7656,0.0154,5
3302.4,3190.3118,120.7411,0.2066,2.6139,80.557,0.7657,0.0154,5
3302.55,3190.4437,124.2491,0.2092,2.6101,80.1537,0.7619,0.0166,5
