MD,TVDSS,GR,NPHI,RHOZ,DT,VCL,PHIE,Deltaic_Facies
3199.1808,3000.6342,75.1079,0.2198,2.4282,83.7228,0.39,0.1407,1
3199.3332,3000.763,78.1475,0.2296,2.4179,83.9412,0.4091,0.138,1
3199.4856,3000.8918,79.5154,0.2268,2.4201,83.5902,0.423,0.1338,1
3199.638,3001.0207,81.7627,0.2327,2.4368,83.6731,0.4366,0.1294,1
3199.7904,3001.1495,82.8122,0.2306,2.4439,83.0978,0.4493,0.1244,1
3199.9428,3001.2783,81.1536,0.2394,2.4324,82.8878,0.4313,0.1329,1
3200.0952,3001.4072,79.2795,0.2441,2.4147,82.5714,0.4088,0.1441,1
3200.2476,3001.536,74.0318,0.2454,2.4114,82.07,0.3466,0.1577,1
3200.4,3001.6649,72.853,0.2378,2.4254,81.2394,0.3316,0.1522,1
3200.5524,3001.7937,68.7494,0.2118,2.4389,79.612,0.2834,0.1406,1
3200.7048,3001.9225,72.3179,0.199,2.4501,79.2642,0.3252,0.1271,1
3200.8572,3002.0514,72.3765,0.213,2.4407,79.9913,0.3284,0.1347,1
3201.0096,3002.1802,76.675,0.228,2.4369,81.3265,0.3744,0.1351,1
3201.162,3002.3091,73.146,0.23,2.436,83.0673,0.3392,0.1415,1
3201.3144,3002.4379,77.4954,0.2228,2.4323,83.2006,0.3844,0.1353,1
3201.4668,3002.5667,75.4352,0.2425,2.4259,83.1141,0.3684,0.147,1
3201.6192,3002.6956,80.0138,0.2496,2.4178,83.6384,0.413,0.1446,1
3201.7716,3002.8244,77.5312,0.2485,2.4147,83.7614,0.3923,0.1479,1
3201.924,3002.9533,80.431,0.2389,2.4114,84.0568,0.412,0.1451,1
3202.0764,3003.0821,75.2929,0.2333,2.4027,84.4804,0.3658,0.1537,1
3202.2288,3003.2109,77.7755,0.2513,2.3931,84.113,0.3853,0.1593,1
3202.3812,3003.3398,75.6218,0.2421,2.3816,84.1566,0.3673,0.1638,1
3202.5336,3003.4686,76.7716,0.2439,2.3779,84.5896,0.3681,0.1645,1
3202.686,3003.5975,78.3961,0.2263,2.3767,84.514,0.3334,0.1649,1
3202.8384,3003.7263,80.5239,0.2261,2.3778,85.0906,0.3278,0.164,1
3202.9908,3003.8551,82.7531,0.2168,2.3816,84.7378,0.3132,0.1614,1
3203.1432,3003.984,77.1404,0.2166,2.3907,84.7028,0.3384,0.1538,1
3203.2956,3004.1128,76.5048,0.2191,2.4078,84.886,0.3743,0.1462,1
3203.448,3004.2416,77.4242,0.2366,2.4114,85.4161,0.4013,0.1459,1
3203.6004,3004.3705,82.0801,0.2368,2.4074,85.9331,0.4319,0.1463,1
3203.7528,3004.4993,81.2722,0.2432,2.393,86.0259,0.4107,0.1538,1
3203.9052,3004.6282,81.6595,0.2329,2.3872,86.3652,0.3926,0.1573,1
3204.0576,3004.757,80.5721,0.2452,2.3842,86.1965,0.4041,0.1565,1
3204.21,3004.8858,80.4474,0.2322,2.3915,86.036,0.3866,0.1508,1
3204.3624,3005.0147,78.1709,0.2248,2.4081,86.0843,0.405,0.1407,1
3204.5148,3005.1435,80.7505,0.2282,2.425,85.8292,0.4198,0.1354,1
3204.6672,3005.2724,79.6158,0.2354,2.4286,85.5807,0.4372,0.1368,1
3204.8196,3005.4012,84.3192,0.2515,2.4212,85.5414,0.4376,0.1405,1
3204.972,3005.53,78.8008,0.2392,2.415,85.3244,0.4324,0.1408,1
3205.1244,3005.6589,84.0485,0.2468,2.4198,85.3509,0.4703,0.1331,1
3205.2768,3005.7877,84.9565,0.2407,2.4328,84.3201,0.4925,0.1264,1
3205.4292,3005.9166,88.1051,0.2415,2.4361,84.2726,0.4827,0.1251,1
3205.5816,3006.0454,83.8056,0.2283,2.4354,84.3256,0.4345,0.1264,1
3205.734,3006.1742,79.724,0.2277,2.4458,84.4675,0.4246,0.1171,1
3205.8864,3006.3031,81.4033,0.2209,2.4774,83.0325,0.4487,0.0983,1
3206.0388,3006.4319,83.6416,0.211,2.5087,81.4258,0.464,0.0815,1
3206.1912,3006.5608,84.2109,0.187,2.5225,80.5107,0.4744,0.0802,1
3206.3436,3006.6896,85.2604,0.1981,2.5084,80.4433,0.4945,0.0911,1
3206.496,3006.8184,87.3122,0.214,2.4838,82.5708,0.5353,0.1009,1
3206.6484,3006.9473,92.7698,0.2358,2.4674,83.7681,0.5397,0.1064,1
3206.8008,3007.0761,91.1051,0.2335,2.4619,84.9909,0.5,0.1086,1
3206.9532,3007.205,85.6569,0.2365,2.4737,84.7008,0.4484,0.1166,1
3207.1056,3007.3338,81.3101,0.2403,2.4772,83.4259,0.4462,0.1146,1
3207.258,3007.4626,82.9749,0.2357,2.4772,83.3879,0.508,0.106,1
3207.4104,3007.5915,89.5422,0.2285,2.4692,83.4375,0.5186,0.108,1
3207.5628,3007.7203,93.6224,0.2297,2.4596,84.571,0.5003,0.114,1
3207.7152,3007.8491,94.462,0.2294,2.4508,85.2682,0.5082,0.1149,1
3207.8676,3007.978,89.9938,0.2339,2.4512,85.1793,0.4995,0.1102,1
3208.02,3008.1068,86.6603,0.227,2.4646,84.804,0.48,0.1035,1
3208.1724,3008.2357,84.9811,0.2201,2.4818,83.899,0.4813,0.1002,1
3208.3248,3008.3645,85.5323,0.2232,2.4871,83.172,0.5016,0.0976,1
3208.4772,3008.4933,87.453,0.2244,2.4876,82.4324,0.4951,0.0902,1
3208.6296,3008.6222,86.4414,0.2154,2.5045,80.8641,0.5349,0.0674,1
3208.782,3008.751,90.9279,0.1952,2.5353,80.2004,0.5103,0.0589,1
3208.9344,3008.8799,87.5137,0.1837,2.5497,80.4862,0.5549,0.0626,1
3209.0868,3009.0087,92.0938,0.2043,2.5376,81.2423,0.5373,0.0775,1
3209.2392,3009.1375,87.7938,0.2337,2.4984,82.914,0.5113,0.0933,1
3209.3916,3009.2664,90.7882,0.2671,2.4639,84.5508,0.5431,0.1165,1
3209.544,3009.3952,93.8557,0.2575,2.4387,84.874,0.5724,0.119,1
3209.6964,3009.5241,98.9954,0.2571,2.4481,85.0193,0.5885,0.1139,1
3209.8488,3009.6529,98.776,0.2421,2.4675,85.1075,0.5736,0.1035,1
3210.0012,3009.7817,90.2765,0.2516,2.4847,84.6178,0.5389,0.1038,1
3210.1536,3009.9106,89.2404,0.2425,2.4869,83.6582,0.5279,0.0996,1
3210.306,3010.0394,93.448,0.2473,2.4827,83.5631,0.5792,0.0969,1
3210.4584,3010.1683,99.5097,0.2507,2.4833,83.6036,0.6363,0.0915,1
3210.6108,3010.2971,100.2559,0.245,2.4785,84.1165,0.6058,0.0958,1
3210.7632,3010.4259,103.8824,0.2435,2.4658,84.9095,0.5743,0.1043,1
3210.9156,3010.5548,106.1914,0.2417,2.4524,85.2772,0.545,0.1125,1
3211.068,3010.6836,104.7249,0.2457,2.4528,85.5891,0.5603,0.1113,1
3211.2204,3010.8124,96.9002,0.2467,2.4613,85.4577,0.5769,0.1057,1
3211.3728,3010.9413,92.7389,0.2419,2.4735,85.2121,0.573,0.0994,1
3211.5252,3011.0701,95.335,0.2389,2.4861,84.0161,0.594,0.0905,1
3211.6776,3011.199,98.1234,0.2245,2.4958,83.3147,0.5673,0.0865,1
3211.83,3011.3278,99.556,0.2228,2.4962,82.8004,0.5596,0.0874,1
3211.9824,3011.4566,97.8767,0.2222,2.4873,82.0707,0.541,0.0919,1
3212.1348,3011.5855,95.664,0.2176,2.4893,82.6118,0.5317,0.0911,1
3212.2872,3011.7143,93.1451,0.2174,2.492,82.6006,0.5482,0.0902,1
3212.4396,3011.8432,95.56,0.2354,2.4854,82.8066,0.5893,0.0942,1
3212.592,3011.972,97.923,0.2473,2.4673,83.6675,0.6022,0.1016,1
3212.7444,3012.1008,103.2994,0.2567,2.4648,84.3677,0.6132,0.1008,1
3212.8968,3012.2297,106.5016,0.2429,2.4748,84.5018,0.6195,0.0906,1
3213.0492,3012.3585,108.1808,0.2606,2.4869,84.9968,0.6555,0.0813,1
3213.2016,3012.4874,103.7042,0.2442,2.4782,85.1537,0.6056,0.0972,1
3213.354,3012.6162,95.9881,0.2518,2.4678,85.0547,0.5589,0.1036,1
3213.5064,3012.745,91.9202,0.2155,2.4648,84.057,0.4831,0.1061,1
3213.6588,3012.8739,94.3789,0.2191,2.4712,83.1102,0.4938,0.1015,1
3213.8112,3013.0027,97.9603,0.2106,2.48,83.0074,0.5312,0.0944,1
3213.9636,3013.1316,96.3879,0.2351,2.4911,83.1858,0.6062,0.0878,1
3214.116,3013.2604,96.9855,0.2606,2.5138,83.3234,0.6278,0.0852,1
3214.2684,3013.3892,98.6934,0.262,2.5163,83.3606,0.6653,0.0731,1
3214.4208,3013.5181,103.494,0.2579,2.5053,83.2433,0.6574,0.073,1
3214.5732,3013.6469,103.7952,0.2378,2.4939,83.7764,0.619,0.0825,1
3214.7256,3013.7758,99.4759,0.2348,2.5052,84.2868,0.6361,0.0758,1
3214.878,3013.9047,99.8957,0.2355,2.5153,84.8669,0.622,0.0781,1
3215.0304,3014.0336,95.2575,0.2492,2.5123,85.0864,0.6135,0.0859,1
3215.1828,3014.1625,97.6461,0.2524,2.4926,85.4626,0.6322,0.0918,1
3215.3352,3014.2914,98.4747,0.2658,2.4824,85.2249,0.6406,0.0913,1
3215.4876,3014.4203,99.0655,0.2609,2.4921,85.3216,0.6407,0.0838,1
